"District
Number","District","Campus
Number","Campus","Region","County","School
Type","Grades
Served","Alternative
Education
Accountability","Charter","Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
"071909","SOCORRO ISD","071909132","SGT JOSE F CARRASCO EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","1,075","57.7%","23.5%","A","92","B","88","A","92","A","92","B","87","A","92",,,"Not Earned","Not Earned","Earned",,"Earned","Earned","Earned","16","16","75","74","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"071909","SOCORRO ISD","071909133","CACTUS TRAILS","REGION 19: EL PASO","EL PASO","Elementary","EE - 05","No","No","1,026","61.1%","18.4%","A","91","A","91","A","91","A","91","A","91","A","92",,,"Earned","Earned","Earned",,"Earned","Earned","Earned","16","16","75","75","29","29","ZONED SCHOOL-TRANSFERS ACCEPTED"
"071909","SOCORRO ISD","071909134","BEN NARBUTH EL","REGION 19: EL PASO","EL PASO","Elementary","PK - 05","No","No","779","68.2%","28.1%","B","85","C","77","B","83","B","83","B","83","A","90",,,"Earned","Earned","Not Earned",,"Earned","Earned","Earned","16","16","75","75","29","29","COMBINED ENROLLMENT TYPE SCHOOL"
"072801","PREMIER HIGH SCHOOLS",,,"REGION 11: FORT WORTH","ERATH","District",,"Yes","Yes","7,111","56.6%","10.9%","B","88","B","89","B","86","B","83","B","86","B","85",,,,,,,,,,,,,,,,
"072801","PREMIER HIGH SCHOOLS","072801001","PREMIER H S OF COMANCHE/EARLY","REGION 11: FORT WORTH","ERATH","High School","07 - 12","Yes","Yes","90","86.7%","4.4%","A","92","A","91","B","86","B","86","Not Rated",".","A","94",,,,,,,,,,"11","11","68","68","10","10","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801101","PREMIER H S OF ABILENE","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","146","78.1%","0%","A","93","A","92","A","93","B","86","A","93","A","92",,,,,,,,,,"19","19","71","71","28","28","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801103","PREMIER H S OF BROWNSVILLE","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","109","87.2%","28.4%","A","93","A","92","A","96","Not Rated",".","A","96","B","87",,,,,,,,,,"34","34","38","38","27","27","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801104","PREMIER H S OF PALMVIEW","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","117","99.1%","50.4%","A","93","A","90","A","91","Not Rated",".","A","91","A","96",,,,,,,,,,"15","15","36","36","20","20","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801107","PREMIER H S OF DEL RIO","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","65","76.9%","23.1%","A","94","A","94","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"23","23","74","74","19","19","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801108","PREMIER H S OF FORT WORTH","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","172","85.5%","15.1%","B","85","C","79","B","86","Not Rated",".","B","86","B","82",,,,,,,,,,"12","12","97","97","10","10","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801109","PREMIER H S OF LAREDO","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","159","97.5%","61%","A","95","A","96","B","84","Not Rated",".","B","84","A","92",,,,,,,,,,"28","28","42","42","21","21","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801110","PREMIER H S OF LUBBOCK","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","186","79.6%","0.5%","A","91","A","90","A","91","Not Rated",".","A","91","A","92",,,,,,,,,,"19","19","84","84","28","28","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801112","PREMIER H S OF MIDLAND","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","147","44.2%","5.4%","A","90","B","89","A","93","B","88","A","93","B","83",,,,,,,,,,"11","11","82","82","31","31","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801113","PREMIER HIGH SCHOOL-AUSTIN SOUTH CAMPUS","REGION 11: FORT WORTH","ERATH","High School","07 - 12","Yes","Yes","167","71.3%","3%","A","91","B","89","A","92","Not Rated",".","A","92","A","90",,,,,,,,,,"37","37","49","49","14","14","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801115","PREMIER H S OF WESLACO","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","135","95.6%","34.1%","A","93","A","94","A","92","Not Rated",".","A","92","A","92",,,,,,,,,,"34","34","39","39","27","27","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801116","PREMIER H S OF MISSION","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","137","100%","35.8%","A","96","A","96","A","91","Not Rated",".","A","91","A","95","Comprehensive Progress",,,,,,,,,"15","15","36","36","20","20","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801117","PREMIER HIGH SCHOOL-SAN ANTONIO WINDCREST","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","109","73.4%","7.3%","B","83","B","85","B","86","C","72","B","86","C","77",,,,,,,,,,"21","21","120","120","26","26","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801118","PREMIER H S OF TYLER","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","79","82.3%","19%","B","85","B","88","C","75","Not Rated",".","C","75","C","77",,,,,,,,,,"1","1","6","6","1","1","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801121","PREMIER H S OF WACO","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","154","76.6%","9.1%","A","93","A","90","A","93","B","88","A","93","A","94",,,,,,,,,,"17","17","56","56","22","22","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801128","PREMIER HIGH SCHOOL-AUSTIN WELLS BRANCH","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","89","66.3%","22.5%","A","94","A","95","B","82","Not Rated",".","B","82","A","91",,,,,,,,,,"37","37","50","50","14","14","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801129","PREMIER HIGH SCHOOL-EL PASO MESA","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","103","87.4%","14.6%","A","91","B","89","A","95","B","81","A","95","B","81",,,,,,,,,,"16","16","78","78","29","29","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801130","PREMIER H S OF SAN JUAN","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","113","92%","36.3%","A","97","A","94","A","97","Not Rated",".","A","97","A","96",,,,,,,,,,"34","34","40","40","27","27","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801131","PREMIER H S OF ARLINGTON","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","202","68.8%","10.9%","A","90","B","85","A","90","B","89","A","90","A","90",,,,,,,,,,"25","25","94","94","9","9","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801135","PREMIER H S OF HUNTSVILLE","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","95","76.8%","10.5%","A","91","A","91","B","87","B","82","B","87","Not Rated",".",,,,,,,,,,"17","17","12","12","5","5","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801136","PREMIER H S OF NEW BRAUNFELS","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","101","46.5%","2%","A","95","A","90","A","95","Not Rated",".","A","95","Not Rated",".",,,,,,,,,,"35","35","73","73","25","25","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801137","PREMIER H S OF GRANBURY","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","159","50.9%","0.6%","A","92","A","92","A","92","B","83","A","92","A","91",,,,,,,,,,"25","25","59","59","22","22","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801138","PREMIER H S OF DAYTON","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","58","51.7%","5.2%","B","87","B","87","C","75","C","75","D","68","Not Rated",".",,,,,,,,,,"36","36","18","18","3","3","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801139","PREMIER H S OF SOUTH IRVING","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","22","77.3%","40.9%","A","91","A","91","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"25","25","92","92","22","22","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801142","PREMIER H S OF AMARILLO","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","257","64.6%","3.1%","A","92","B","88","A","91","B","85","A","91","A","93",,,,,,,,,,"13","13","86","86","31","31","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801143","PREMIER HIGH SCHOOL-EL PASO EASTPOINTE","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","149","82.6%","18.8%","B","81","B","85","D","69","Not Rated",".","D","69","C","73",,,,,,,,,,"16","16","77","77","29","29","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801144","PREMIER H S OF PFLUGERVILLE","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","76","42.1%","7.9%","B","89","B","89","F","57","Not Rated",".","F","57","Not Rated",".",,,,,,,,,,"17","17","46","46","14","14","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801145","PREMIER H S ONLINE","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","2,107","9.4%","5.4%","B","87","B","89","B","85","B","82","B","85","B","82","Comprehensive Reidentified",,,,,,,,,"26","26","63","63","30","30","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801146","PREMIER HIGH SCHOOLS - EDINBURG CAREER & TECHNICAL","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","160","96.9%","7.5%","A","92","A","92","A","93","Not Rated",".","A","93","A","91",,,,,,,,,,"15","15","40","40","20","20","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801147","PREMIER H S-HOUSTON (CHAMPIONS)","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","107","75.7%","12.1%","B","84","A","90","B","86","Not Rated",".","B","86","C","70","Comprehensive Identified",,,,,,,,,"18","18","139","139","15","15","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801148","PREMIER H S OF TEXARKANA","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","140","66.4%","0%","B","89","B","89","D","65","Not Rated",".","D","65","Not Rated",".",,,,,,,,,,"1","1","1","1","1","1","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801149","PREMIER HIGH SCHOOL-SAN ANTONIO INGRAM","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","141","73.8%","6.4%","A","96","B","89","A","97","Not Rated",".","A","97","A","94",,,,,,,,,,"20","20","125","125","26","26","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801150","PREMIER H S - SAN ANGELO","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","154","70.8%","0.6%","B","87","A","90","B","84","B","84","B","82","B","81",,,,,,,,,,"11","11","72","72","28","28","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801151","FOUNDATION SCHOOL OF AUTISM - SAN ANTONIO","REGION 11: FORT WORTH","ERATH","Elementary","EE - 01","No","Yes","34","58.8%","5.9%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"21","21","121","121","25","25","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801152","PREMIER H S HOUSTON GALLERY NORTH","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","87","81.6%","19.5%","A","90","B","88","B","85","Not Rated",".","B","85","A","93",,,,,,,,,,"29","29","140","140","6","6","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801153","PREMIER H S ODESSA","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","89","66.3%","11.2%","B","84","B","82","B","84","Not Rated",".","B","84","Not Rated",".",,,,,,,,,,"11","11","81","81","31","31","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801154","PREMIER HIGH SCHOOL-CANYON","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","59","55.9%","0%","B","86","B","86","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"13","13","86","86","31","31","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801155","PREMIER H S-FOUNDATION SCHOOL OF AUTISM-PLANO","REGION 11: FORT WORTH","ERATH","Elementary","EE - 01","No","Yes","11","63.6%","9.1%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"4","4","66","66","8","8","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801156","PREMIER H S - HOUSTON - HOBBY","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","69","82.6%","1.4%","A","91","A","91","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"29","29","147","147","6","6","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801157","PREMIER H S - CORPUS CHRISTI","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","104","78.8%","1%","C","79","A","90","A","91","Not Rated",".","A","91","F","52","Comprehensive Identified",,,,,,,,,"27","27","34","34","20","20","OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801158","PREMIER H S - LUBBOCK (BRIERCROFT)","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","58","87.9%","5.2%","A","91","B","87","A","91","Not Rated",".","A","91","Not Rated",".",,,,,,,,,,"19",,"84",,"28",,"OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801159","PREMIER H S - WICHITA FALLS","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","111","77.5%","0%","A","91","A","91","D","66","Not Rated",".","D","66","Not Rated",".",,,,,,,,,,"13",,"69",,"28",,"OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801160","PREMIER H S - LONGVIEW","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","33","84.8%","0%","A","93","A","93","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"1",,"7",,"1",,"OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801161","PREMIER H S - HOUSTON(SHARPSTOWN)","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","42","83.3%","0%","B","87","B","87","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"9",,"137",,"13",,"OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801162","PREMIER H S - FORT WORTH (SOUTHSIDE)","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","67","91%","25.4%","F","54","F","51","F","54","Not Rated",".","F","54","Not Rated",".",,,,,,,,,,"12",,"95",,"9",,"OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801163","PREMIER H S - FORT WORTH (JACKSBORO)","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","91","93.4%","35.2%","B","81","B","81","B","81","Not Rated",".","B","81","Not Rated",".",,,,,,,,,,"33",,"90",,"9",,"OPEN ENROLLMENT CHARTER SCHOOL"
"072801","PREMIER HIGH SCHOOLS","072801164","PREMIER H S - DESOTO","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","51","70.6%","0%","B","84","B","84","B","81","Not Rated",".","B","81","Not Rated",".",,,,,,,,,,"30",,"111",,"23",,"OPEN ENROLLMENT CHARTER SCHOOL"
"072802","ERATH EXCELS ACADEMY INC",,,"REGION 11: FORT WORTH","ERATH","District",,"Yes","Yes","103","91.3%","2.9%","C","75","C","75","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,,,,,,,
"072802","ERATH EXCELS ACADEMY INC","072802001","HUSTON ACADEMY","REGION 11: FORT WORTH","ERATH","High School","09 - 12","Yes","Yes","41","78%","0%","C","75","C","75","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"25","25","59","59","22","22","OPEN ENROLLMENT CHARTER SCHOOL"
"072802","ERATH EXCELS ACADEMY INC","072802002","COASTAL HORIZONS ACADEMY","REGION 11: FORT WORTH","ERATH","High School","07 - 12","Yes","Yes","62","100%","4.8%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"27","27","43","43","27","27","OPEN ENROLLMENT CHARTER SCHOOL"
"072901","THREE WAY ISD",,,"REGION 11: FORT WORTH","ERATH","District",,"No","No","233","72.5%","12.9%","D","60","D","63","D","60","D","60","F","57","F","53",,,,,,,,,,,,,,,,
"072901","THREE WAY ISD","072901101","THREE WAY ISD","REGION 11: FORT WORTH","ERATH","Elem/Secondary","PK - 12","No","No","233","72.5%","12.9%","D","60","D","63","D","60","D","60","F","57","F","53",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
"072902","DUBLIN ISD",,,"REGION 11: FORT WORTH","ERATH","District",,"No","No","1,145","76.6%","21.9%","B","87","B","85","B","87","C","75","B","87","B","87",,,,,,,,,"Not Earned",,,,,,,
"072902","DUBLIN ISD","072902001","DUBLIN H S","REGION 11: FORT WORTH","ERATH","High School","07 - 12","No","No","489","74.4%","20.2%","B","87","B","85","B","85","C","79","B","85","A","92",,,"Not Earned","Not Earned","Not Earned","Earned","Earned","Earned","Earned","25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
"072902","DUBLIN ISD","072902101","DUBLIN EL","REGION 11: FORT WORTH","ERATH","Elementary","PK - 03","No","No","420","76.9%","21.2%","B","83","C","77","B","85","Not Rated",".","B","85","C","79",,,"Not Earned","Not Earned",,,,"Not Earned","Not Earned","25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
"072902","DUBLIN ISD","072902102","DUBLIN INT","REGION 11: FORT WORTH","ERATH","Elementary","04 - 06","No","No","236","80.5%","26.7%","B","87","B","88","A","91","D","66","A","91","C","79",,,"Earned","Earned","Earned",,"Not Earned","Earned","Earned","25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
"072903","STEPHENVILLE ISD",,,"REGION 11: FORT WORTH","ERATH","District",,"No","No","3,717","50.4%","14.6%","B","85","B","85","B","84","C","78","B","84","B","85",,,,,,,,,"Not Earned",,,,,,,
"072903","STEPHENVILLE ISD","072903001","STEPHENVILLE H S","REGION 11: FORT WORTH","ERATH","High School","09 - 12","No","No","1,127","45.3%","11%","B","82","B","83","B","81","C","72","B","81","B","80",,,"Earned","Not Earned","Earned","Earned","Not Earned","Not Earned","Not Earned","25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
"072903","STEPHENVILLE ISD","072903041","HENDERSON J H","REGION 11: FORT WORTH","ERATH","Middle School","07 - 08","No","No","550","48.2%","14.2%","B","89","B","83","B","89","B","89","B","82","B","89",,,"Earned","Not Earned","Not Earned","Not Earned","Earned","Earned","Not Earned","25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
"072903","STEPHENVILLE ISD","072903101","CENTRAL EL","REGION 11: FORT WORTH","ERATH","Elementary","EE - KG","No","No","410","65.1%","17.3%","A","91","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
"072903","STEPHENVILLE ISD","072903102","CHAMBERLIN EL","REGION 11: FORT WORTH","ERATH","Elementary","01 - 02","No","No","514","50.4%","18.1%","A","91","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
"072903","STEPHENVILLE ISD","072903103","GILBERT INT","REGION 11: FORT WORTH","ERATH","Middle School","05 - 06","No","No","547","49.5%","15.4%","B","85","B","85","B","85","C","70","B","85","B","84",,,"Earned","Not Earned","Earned",,"Not Earned","Not Earned","Earned","25","25","59","59","22","22","ZONED SCHOOL-TRANSFERS ACCEPTED"
